Name,Bus,Fuel,Max_Cap,Min_Cap,Heat_Rate
ID_c_20102415,400501,NG (Natural Gas),233.0,102.92,8.86567494855161
ID_c_20102416,400501,NG (Natural Gas),233.0,102.92,8.86567494855161
ID_c_20102417,400501,NG (Natural Gas),233.0,102.92,8.86567494855161
ID_c_20103418,400501,NG (Natural Gas),233.0,102.92,8.86567494855161
ID_c_20108419,400501,NG (Natural Gas),233.0,102.92,8.86567494855161
ID_c_20104420,400501,NG (Natural Gas),233.0,102.92,8.86567494855161
ID_c_20991421,400501,NG (Natural Gas),233.0,102.92,8.86567494855161
ID_c_20103422,400501,NG (Natural Gas),233.0,102.92,8.86567494855161
ID_c_20104423,400501,NG (Natural Gas),233.0,102.92,8.86567494855161
ID_c_20975424,400501,NG (Natural Gas),233.0,102.92,8.86567494855161
ID_c_205616251,200261,NG (Natural Gas),727.0,321.12,5.9154896423680405
ID_c_205616252,200261,NG (Natural Gas),727.0,321.12,5.9154896423680405
ID_c_205646253,200261,NG (Natural Gas),727.0,321.12,5.9154896423680405
ID_c_205616254,200261,NG (Natural Gas),727.0,321.12,5.9154896423680405
ID_c_205706255,200261,NG (Natural Gas),727.0,321.12,5.9154896423680405
ID_c_205746256,200261,NG (Natural Gas),727.0,321.12,5.9154896423680405
ID_c_205676257,200261,NG (Natural Gas),727.0,321.12,5.9154896423680405
ID_c_205576258,200261,NG (Natural Gas),727.0,321.12,5.9154896423680405
ID_c_205556259,200261,NG (Natural Gas),727.0,321.12,5.9154896423680405
ID_c_205616260,200261,NG (Natural Gas),727.0,321.12,5.9154896423680405
ID_c_205656261,200261,NG (Natural Gas),727.0,321.12,5.9154896423680405
ID_c_208422079,600001,NG (Natural Gas),233.0,102.92,8.86567494855161
ID_c_208392080,600001,NG (Natural Gas),233.0,102.92,8.86567494855161
ID_c_208422081,600001,NG (Natural Gas),233.0,102.92,8.86567494855161
ID_c_208432082,600001,NG (Natural Gas),233.0,102.92,8.86567494855161
ID_c_208452083,600001,NG (Natural Gas),233.0,102.92,8.86567494855161
ID_c_208392084,600001,NG (Natural Gas),233.0,102.92,8.86567494855161
ID_c_208432085,600001,NG (Natural Gas),233.0,102.92,8.86567494855161
ID_c_208392086,600001,NG (Natural Gas),233.0,102.92,8.86567494855161
ID_c_208392087,600001,NG (Natural Gas),233.0,102.92,8.86567494855161
ID_c_208472088,600001,NG (Natural Gas),233.0,102.92,8.86567494855161
ID_c_208472089,600001,NG (Natural Gas),233.0,102.92,8.86567494855161
ID_c_20429750,740011,NG (Natural Gas),727.0,321.12,5.9154896423680405
ID_c_20659275,300011,NG (Natural Gas),727.0,321.12,5.9154896423680405
ID_c_20910276,302201,NG (Natural Gas),727.0,321.12,5.9154896423680405
ID_c_20911277,302201,NG (Natural Gas),727.0,321.12,5.9154896423680405
ID_c_20940278,302071,NG (Natural Gas),727.0,321.12,5.9154896423680405
ID_c_20843319,600001,NG (Natural Gas),727.0,321.12,5.9154896423680405
ID_c_20838320,600001,NG (Natural Gas),727.0,321.12,5.9154896423680405
ID_c_203022123,134201,NG (Natural Gas),727.0,321.12,5.915489642368041
ID_c_203032124,134201,NG (Natural Gas),727.0,321.12,5.915489642368041
ID_c_203032125,134201,NG (Natural Gas),727.0,321.12,5.915489642368041
ID_c_203032126,134201,NG (Natural Gas),727.0,321.12,5.915489642368041
ID_c_203062127,134201,NG (Natural Gas),727.0,321.12,5.915489642368041
ID_c_203582128,134201,NG (Natural Gas),727.0,321.12,5.915489642368041
ID_c_203042129,134201,NG (Natural Gas),727.0,321.12,5.915489642368041
ID_c_203642130,134201,NG (Natural Gas),727.0,321.12,5.915489642368041
ID_c_202752060,134461,NG (Natural Gas),727.0,321.12,5.9154896423680405
ID_c_202722061,134461,NG (Natural Gas),727.0,321.12,5.9154896423680405
ID_c_202762062,134461,NG (Natural Gas),727.0,321.12,5.9154896423680405
ID_c_202672063,134461,NG (Natural Gas),727.0,321.12,5.9154896423680405
ID_c_202692064,134461,NG (Natural Gas),727.0,321.12,5.9154896423680405
ID_c_202562065,134461,NG (Natural Gas),727.0,321.12,5.9154896423680405
ID_c_202732066,134461,NG (Natural Gas),727.0,321.12,5.9154896423680405
ID_286_U10,204901,GEO,55.0,6.03,9.319
ID_286_U11,204901,GEO,110.0,12.07,9.319
ID_286_U12,204901,GEO,110.0,12.07,9.319
ID_286_U13,204901,GEO,138.0,15.14,9.319
ID_286_U14,204901,GEO,113.0,12.4,9.319
ID_286_U16,204901,GEO,118.0,12.94,9.319
ID_286_U17,204901,GEO,118.0,12.94,9.319
ID_286_U18,204901,GEO,118.0,12.94,9.319
ID_286_U20,204901,GEO,118.0,12.94,9.319
ID_286_U5,204901,GEO,55.0,6.03,9.319
ID_286_U6,204901,GEO,55.0,6.03,9.319
ID_286_U7,204901,GEO,55.0,6.03,9.319
ID_286_U8,204901,GEO,55.0,6.03,9.319
ID_286_U9,204901,GEO,55.0,6.03,9.319
ID_299_1,500241,GEO,30.7,3.37,9.318991
ID_299_2,500241,GEO,14.1,1.55,9.318991
ID_510_1,204901,GEO,78.0,8.56,9.319009
ID_902_1,204901,GEO,55.0,6.03,9.318956
ID_6106_1,135041,BIT (Bituminous Coal),642.2,290.02,10.158698000000001
ID_7368_1,204901,GEO,55.0,6.03,9.319002000000001
ID_7368_2,204901,GEO,55.0,6.03,9.319002000000001
ID_7369_3,204901,GEO,55.0,6.03,9.319001
ID_7369_4,204901,GEO,55.0,6.03,9.319001
ID_10018_GEN2,300011,GEO,15.0,1.65,9.318982
ID_10018_OEC2,300011,GEO,11.0,1.21,9.318982
ID_10199_WFF1,204901,GEO,19.0,2.08,9.318994
ID_10199_WFF2,204901,GEO,19.0,2.08,9.318994
ID_10287_GEN1,741041,GEO,17.0,1.86,9.318963
ID_10287_GEN2,741041,GEO,3.6,0.39,9.318963
ID_10479_T101,232301,GEO,5.0,0.55,9.319013
ID_10479_T102,232301,GEO,5.0,0.55,9.319013
ID_10479_T103,232301,GEO,5.0,0.55,9.319013
ID_10480_GEN1,232301,GEO,5.0,0.55,9.319002000000001
ID_10480_GEN2,232301,GEO,5.0,0.55,9.319002000000001
ID_10481_1,232301,GEO,5.0,0.55,9.319
ID_10481_2,232301,GEO,5.0,0.55,9.319
ID_10481_3,232301,GEO,5.0,0.55,9.319
ID_10481_T101,232301,GEO,5.0,0.55,9.319
ID_10481_T102,232301,GEO,5.0,0.55,9.319
ID_10481_T103,232301,GEO,5.0,0.55,9.319
ID_10631_GEN1,286671,GEO,35.8,3.93,9.319
ID_10632_GEN1,286671,GEO,35.8,3.93,9.319002000000001
ID_10634_GEN1,286671,GEO,35.8,3.93,9.318997
ID_10759_GEN1,286671,GEO,53.9,5.91,9.318999
ID_10763_GBU,400041,GEO,8.0,0.88,9.318971
ID_10763_GEN1,400041,GEO,21.6,2.37,9.318971
ID_10873_GEN1,261161,GEO,32.2,3.53,9.319001
ID_10873_GEN2,261161,GEO,30.0,3.29,9.319001
ID_10873_GEN3,261161,GEO,30.0,3.29,9.319001
ID_10874_GEN4,261161,GEO,30.0,3.29,9.319001
ID_10874_GEN5,261161,GEO,30.0,3.29,9.319001
ID_10874_GEN6,261161,GEO,30.0,3.29,9.319001
ID_10875_GEN7,261161,GEO,30.0,3.29,9.318999
ID_10875_GEN8,261161,GEO,30.0,3.29,9.318999
ID_10875_GEN9,261161,GEO,30.0,3.29,9.318999
ID_10878_EE11,286671,GEO,10.0,1.1,9.319022
ID_10879_GEN1,286671,GEO,11.5,1.26,9.318991
ID_10879_GEN2,286671,GEO,5.0,0.55,9.318991
ID_10879_GEN3,286671,GEO,3.5,0.38,9.318991
ID_50066_UNT1,204901,GEO,88.2,9.68,9.318995999999999
ID_50066_UNT2,204901,GEO,88.2,9.68,9.318995999999999
ID_50210_GEN1,286671,GEO,30.1,3.3,9.319002000000001
ID_50210_GEN2,286671,GEO,9.5,1.04,9.319002000000001
ID_50654_GEN1,300011,GEO,14.6,1.6,9.319007
ID_50654_OEC41,300011,GEO,5.5,0.6,9.319007
ID_50762_OE11,400041,GEO,1.2,0.13,9.319025
ID_50762_OE12,400041,GEO,1.2,0.13,9.319025
ID_50762_OE14,400041,GEO,1.2,0.13,9.319025
ID_50762_OE15,400041,GEO,1.2,0.13,9.319025
ID_50762_OE21,400041,GEO,1.2,0.13,9.319025
ID_50762_OE22,400041,GEO,1.2,0.13,9.319025
ID_50762_OE24,400041,GEO,1.2,0.13,9.319025
ID_50762_OE25,400041,GEO,1.2,0.13,9.319025
ID_50763_OE11,300011,GEO,1.2,0.13,9.54
ID_50763_OE12,300011,GEO,1.2,0.13,9.54
ID_50763_OE13,300011,GEO,1.2,0.13,9.54
ID_50763_OE14,300011,GEO,1.2,0.13,9.54
ID_50763_OE21,300011,GEO,1.2,0.13,9.54
ID_50763_OE22,300011,GEO,1.2,0.13,9.54
ID_50763_OE23,300011,GEO,1.2,0.13,9.54
ID_50765_11,300011,GEO,11.8,1.29,9.31899
ID_50765_12,300011,GEO,11.8,1.29,9.31899
ID_50765_21,300011,GEO,11.8,1.29,9.31899
ID_50765_22,300011,GEO,11.8,1.29,9.31899
ID_50766_ITLU1,400041,GEO,12.0,1.32,9.31899
ID_50766_ITLU2,400041,GEO,12.0,1.32,9.31899
ID_50766_OE31,400041,GEO,1.2,0.13,9.31899
ID_50766_OE32,400041,GEO,1.2,0.13,9.31899
ID_50964_IND,300011,GEO,1.5,0.16,9.54
ID_50964_SYN,300011,GEO,1.5,0.16,9.54
ID_52015_GEN1,300011,GEO,60.5,6.64,9.318995000000001
ID_52138_DE31,300011,GEO,1.2,0.13,9.54
ID_52138_DE32,300011,GEO,1.2,0.13,9.54
ID_52158_GEN1,204901,GEO,12.5,1.37,9.319004999999999
ID_52158_GEN2,204901,GEO,12.5,1.37,9.319004999999999
ID_52174_OE11,300011,GEO,1.2,0.13,9.318980999999999
ID_52174_OE12,300011,GEO,1.2,0.13,9.318980999999999
ID_52174_OE13,300011,GEO,1.2,0.13,9.318980999999999
ID_52174_OE21,300011,GEO,1.5,0.16,9.318980999999999
ID_52174_OEC1,300011,GEO,3.5,0.38,9.318980999999999
ID_52174_OEC2,300011,GEO,3.5,0.38,9.318980999999999
ID_52174_OEC3,300011,GEO,3.5,0.38,9.318980999999999
ID_52174_OEC4,300011,GEO,3.5,0.38,9.318980999999999
ID_52174_OEC5,300011,GEO,3.5,0.38,9.318980999999999
ID_52174_OEC6,300011,GEO,3.5,0.38,9.318980999999999
ID_54038_GEN1,400041,GEO,21.6,2.37,9.319007
ID_54111_GE10,400011,GEO,4.5,0.49,9.318995999999999
ID_54111_GE11,400011,GEO,4.5,0.49,9.318995999999999
ID_54111_GE12,400011,GEO,4.5,0.49,9.318995999999999
ID_54111_GE13,400011,GEO,16.0,1.76,9.318995999999999
ID_54111_GEN1,400011,GEO,3.5,0.38,9.318995999999999
ID_54111_GEN14,400011,GEO,16.0,1.76,9.318995999999999
ID_54111_GEN2,400011,GEO,3.5,0.38,9.318995999999999
ID_54111_GEN3,400011,GEO,3.5,0.38,9.318995999999999
ID_54111_GEN4,400011,GEO,3.5,0.38,9.318995999999999
ID_54111_GEN5,400011,GEO,3.5,0.38,9.318995999999999
ID_54111_GEN6,400011,GEO,3.5,0.38,9.318995999999999
ID_54111_GEN7,400011,GEO,4.5,0.49,9.318995999999999
ID_54111_GEN8,400011,GEO,4.5,0.49,9.318995999999999
ID_54111_GEN9,400011,GEO,4.5,0.49,9.318995999999999
ID_54665_T201,300011,GEO,9.1,1.0,9.319004000000001
ID_54665_T202,300011,GEO,9.1,1.0,9.319004000000001
ID_54666_T301,300011,GEO,9.1,1.0,9.319007
ID_54666_T302,300011,GEO,9.1,1.0,9.319007
ID_54689_1,400011,GEO,52.0,5.7,9.318959000000001
ID_54689_2,400011,GEO,7.0,0.77,9.318959000000001
ID_54689_3,400011,GEO,3.5,0.38,9.318959000000001
ID_54724_OEC21,400041,GEO,12.0,1.32,9.319017
ID_54724_OEC22,400041,GEO,12.0,1.32,9.319017
ID_54996_4100,286671,GEO,47.5,5.21,9.319
ID_55983_TG51,286671,GEO,58.3,6.4,9.319003
ID_55984_TG21,400041,GEO,11.5,1.26,9.318988
ID_55988_1,300011,GEO,0.6,0.07,9.318902
ID_55988_2,300011,GEO,0.8,0.09,9.318902
ID_55988_3,300011,GEO,0.8,0.09,9.318902
ID_55988_4,300011,GEO,0.8,0.09,9.318902
ID_55988_5,300011,GEO,0.8,0.09,9.318902
ID_55988_6,300011,GEO,0.8,0.09,9.318902
ID_55988_7,300011,GEO,0.8,0.09,9.318902
ID_55991_OEC,300011,GEO,6.5,0.71,9.318967
ID_55991_TG1,300011,GEO,9.2,1.01,9.318967
ID_55991_TG2,300011,GEO,9.2,1.01,9.318967
ID_55991_TG3,300011,GEO,8.0,0.88,9.318967
ID_56317_1,500071,GEO,18.0,1.97,9.318980999999999
ID_56321_1,300011,GEO,15.0,1.65,9.319001
ID_56321_OEC2,300011,GEO,15.0,1.65,9.319001
ID_56540_GEN1,300011,GEO,13.5,1.48,9.319014
ID_56541_GEN1,300011,GEO,15.0,1.65,9.318995000000001
ID_56541_GEN2,300011,GEO,15.0,1.65,9.318995000000001
ID_56832_GE1,400041,GEO,16.0,1.76,9.319
ID_56832_GE2,400041,GEO,16.0,1.76,9.319
ID_56832_GE3,400041,GEO,16.0,1.76,9.319
ID_56832_GE4,400041,GEO,16.0,1.76,9.319
ID_56982_BM1,741041,GEO,21.3,2.34,9.318991
ID_56982_BM2,741041,GEO,21.3,2.34,9.318991
ID_56982_BM3,741041,GEO,21.3,2.34,9.318991
ID_57213_101,300011,GEO,11.8,1.29,9.319009
ID_57213_201,300011,GEO,11.8,1.29,9.319009
ID_57353_2,500241,GEO,14.0,1.54,9.31897
ID_57376_OEC1,741041,GEO,16.0,1.76,9.319003
ID_57376_OEC2,741041,GEO,7.5,0.82,9.319003
ID_57446_1,741041,GEO,20.0,2.19,9.319
ID_57446_2,741041,GEO,20.0,2.19,9.319
ID_57446_3,741041,GEO,12.0,1.32,9.319
ID_57446_OEC21,741041,GEO,18.0,1.97,9.319
ID_57446_OEC22,741041,GEO,18.0,1.97,9.319
ID_57446_OEC23,741041,GEO,12.0,1.32,9.319
ID_57451_G9200,741041,GEO,12.0,1.32,9.319013
ID_57451_G9250,741041,GEO,12.0,1.32,9.319013
ID_57456_SEU1,300011,GEO,11.8,1.29,9.31898
ID_57475_HRP1,286671,GEO,55.0,6.03,9.319
ID_58022_NHS1,740011,GEO,11.0,1.21,9.319011
ID_58022_NHS2,740011,GEO,11.0,1.21,9.319011
ID_58022_NHS3,740011,GEO,11.0,1.21,9.319011
ID_58319_1,300011,GEO,16.0,1.76,9.318997999999999
ID_58319_3,300011,GEO,16.0,1.76,9.318997999999999
ID_58319_5,300011,GEO,16.0,1.76,9.318997999999999
ID_58533_1,300011,GEO,22.5,2.47,9.319
ID_58570_1G1A,500241,GEO,12.5,1.37,9.319003
ID_58570_2GIA,500241,GEO,12.5,1.37,9.319003
ID_58629_PB01,408811,GEO,1.0,0.11,9.319173000000001
ID_58629_PB02,408811,GEO,1.0,0.11,9.319173000000001
ID_58629_PB03,408811,GEO,1.0,0.11,9.319173000000001
ID_58629_PB04,408811,GEO,1.0,0.11,9.319173000000001
ID_59382_SVEP1,133661,GEO,3.7,0.41,9.319298
ID_60419_DAC2G,300011,GEO,25.0,2.74,9.318999
ID_56358_1,408811,BIO,3.0,1.03,13.5
ID_56616_G3,405951,BIO,27.2,9.32,18.505387
ID_57829_GLEN2,401691,BIO,1.4,0.48,12.566415999999998
ID_57403_GEN1,401601,BIO,1.6,0.55,10.778893
ID_57403_GEN2,401601,BIO,1.6,0.55,10.778893
ID_160_ST2,403911,BIT (Bituminous Coal),204.0,92.13,10.740021
ID_160_ST3,403911,BIT (Bituminous Coal),204.0,92.13,10.740021
ID_6177_CO1,408811,BIT (Bituminous Coal),410.9,185.56,10.699701
ID_113_3,405951,BIT (Bituminous Coal),312.3,141.03,10.777593999999999
ID_6177_CO2,408811,BIT (Bituminous Coal),410.9,185.56,10.699701
ID_113_4,405951,BIT (Bituminous Coal),414.0,186.96,10.777593999999999
ID_8223_1,408811,BIT (Bituminous Coal),424.8,191.84,10.389191
ID_8223_2,408811,BIT (Bituminous Coal),424.8,191.84,10.389191
ID_8223_3,408811,BIT (Bituminous Coal),458.1,206.88,10.389191
ID_8223_4,408811,BIT (Bituminous Coal),458.1,206.88,10.389191
ID_113_1,405951,BIT (Bituminous Coal),113.6,51.3,10.777593999999999
ID_126_4,403691,BIT (Bituminous Coal),173.3,78.26,10.54199
ID_117_C41,401691,NG (Natural Gas),91.0,40.19,12.919516
ID_55129_CTG1,403691,NG (Natural Gas),187.0,82.6,6.5
ID_55129_CTG2,403691,NG (Natural Gas),187.0,82.6,6.5
ID_55129_STG,403691,NG (Natural Gas),272.1,120.19,6.5
ID_55177_A,400061,NG (Natural Gas),236.0,104.24,6.5
ID_55177_B,400061,NG (Natural Gas),236.0,104.24,6.5
ID_55177_ST1,400061,NG (Natural Gas),236.0,104.24,6.5
ID_147_KY7,403671,NG (Natural Gas),170.0,75.09,6.5
ID_147_KY7A,403671,NG (Natural Gas),122.0,53.89,6.5
ID_55124_CTG1,400081,NG (Natural Gas),176.0,77.74,6.565865
ID_55124_CTG2,400081,NG (Natural Gas),176.6,78.0,6.565865
ID_55124_STG,400081,NG (Natural Gas),301.8,133.31,6.565865
ID_55282_CTG1,409941,NG (Natural Gas),198.0,87.46,6.5
ID_55282_CTG2,409941,NG (Natural Gas),198.0,87.46,6.5
ID_55282_STG1,409941,NG (Natural Gas),317.0,140.02,6.5
ID_55455_CT1A,409941,NG (Natural Gas),187.5,82.82,6.5
ID_55455_CT1B,409941,NG (Natural Gas),181.6,80.21,6.5
ID_55455_CT2A,409941,NG (Natural Gas),181.6,80.21,6.5
ID_55455_CT2B,409941,NG (Natural Gas),181.6,80.21,6.5
ID_55455_ST1,409941,NG (Natural Gas),204.0,90.11,6.5
ID_55455_ST2,409941,NG (Natural Gas),204.0,90.11,6.5
ID_117_C51,401691,NG (Natural Gas),184.5,81.49,12.919516
ID_117_C52,401691,NG (Natural Gas),184.5,81.49,12.919516
ID_117_C53,401691,NG (Natural Gas),200.6,88.61,12.919516
ID_55306_CTG7,409611,NG (Natural Gas),174.0,76.86,6.5
ID_55306_CTG8,409611,NG (Natural Gas),174.0,76.86,6.5
ID_55306_ST12,409611,NG (Natural Gas),271.0,119.7,6.5
ID_55481_GT3,409941,NG (Natural Gas),185.3,81.85,6.647698
ID_55481_GT4,409941,NG (Natural Gas),185.3,81.85,6.647698
ID_55481_ST2,409941,NG (Natural Gas),321.0,141.79,6.647698
ID_58557_GT1,409941,NG (Natural Gas),185.3,81.85,6.842819
ID_58557_GT2,409941,NG (Natural Gas),185.3,81.85,6.842819
ID_58557_ST1,409941,NG (Natural Gas),321.0,141.79,6.842819
ID_59338_CTG1,409611,NG (Natural Gas),174.0,76.86,6.5
ID_59338_CTG2,409611,NG (Natural Gas),174.0,76.86,6.5
ID_59338_CTG3,409611,NG (Natural Gas),174.0,76.86,6.5
ID_59338_CTG4,409611,NG (Natural Gas),174.0,76.86,6.5
ID_59338_ST10,409611,NG (Natural Gas),271.0,119.7,6.5
ID_59338_ST9,409611,NG (Natural Gas),271.0,119.7,6.5
ID_59784_CTG5,409611,NG (Natural Gas),174.0,76.86,6.5
ID_59784_CTG6,409611,NG (Natural Gas),174.0,76.86,6.5
ID_59784_ST11,409611,NG (Natural Gas),271.0,119.7,6.5
ID_55372_CTG1,409941,NG (Natural Gas),281.7,124.43,6.5
ID_55372_CTG2,409941,NG (Natural Gas),281.7,124.43,6.5
ID_55372_CTG3,409941,NG (Natural Gas),281.7,124.43,6.5
ID_55372_STG1,409941,NG (Natural Gas),160.0,70.67,6.5
ID_55372_STG2,409941,NG (Natural Gas),160.0,70.67,6.5
ID_55372_STG3,409941,NG (Natural Gas),160.0,70.67,6.5
ID_8068_ST5A,403671,NG (Natural Gas),153.8,67.93,7.530295
ID_8068_ST5B,403671,NG (Natural Gas),153.8,67.93,7.530295
ID_8068_ST5S,403671,NG (Natural Gas),314.5,138.91,7.530295
ID_8068_ST6A,403671,NG (Natural Gas),153.8,67.93,7.530295
ID_8068_ST6S,403671,NG (Natural Gas),136.1,60.12,7.530295
ID_141_AF5,401691,NG (Natural Gas),71.2,31.45,13.283107
ID_141_AF6,401691,NG (Natural Gas),71.2,31.45,13.283107
ID_141_AF4,401691,NG (Natural Gas),80.5,35.56,13.283107
ID_160_GT3,403911,NG (Natural Gas),78.7,34.76,12.126109
ID_6515_GT3,403691,NG (Natural Gas),18.0,7.95,16.124195
ID_54594_G4,403911,NG (Natural Gas),1.6,0.71,18.833766
ID_124_GT2,403691,NG (Natural Gas),85.0,37.54,14.913193999999999
ID_6088_4,403691,NG (Natural Gas),26.8,11.84,22.754959
ID_118_GE1,403691,NG (Natural Gas),78.3,34.59,15.689649
ID_160_GT4,403911,NG (Natural Gas),60.5,26.72,12.126109
ID_55522_CT1,403691,NG (Natural Gas),60.5,26.72,10.927793
ID_55522_CT10,403691,NG (Natural Gas),60.5,26.72,10.927793
ID_55522_CT2,403691,NG (Natural Gas),60.5,26.72,10.927793
ID_55522_CT3,403691,NG (Natural Gas),60.5,26.72,10.927793
ID_55522_CT4,403691,NG (Natural Gas),60.5,26.72,10.927793
ID_55522_CT5,403691,NG (Natural Gas),60.5,26.72,10.927793
ID_55522_CT6,403691,NG (Natural Gas),60.5,26.72,10.927793
ID_55522_CT7,403691,NG (Natural Gas),60.5,26.72,10.927793
ID_55522_CT8,403691,NG (Natural Gas),60.5,26.72,10.927793
ID_55522_CT9,403691,NG (Natural Gas),60.5,26.72,10.927793
ID_6515_GT4,403691,NG (Natural Gas),54.0,23.85,16.124195
ID_120_GT5,400041,NG (Natural Gas),60.5,26.72,11.979685
ID_120_GT6,400041,NG (Natural Gas),60.5,26.72,11.979685
ID_56482_1,400081,NG (Natural Gas),60.5,26.72,9.850155
ID_56482_2,400081,NG (Natural Gas),60.5,26.72,9.850155
ID_56948_1,403691,NG (Natural Gas),60.5,26.72,10.159803
ID_56948_10,403691,NG (Natural Gas),60.5,26.72,10.159803
ID_56948_11,403691,NG (Natural Gas),60.5,26.72,10.159803
ID_56948_12,403691,NG (Natural Gas),60.5,26.72,10.159803
ID_56948_2,403691,NG (Natural Gas),60.5,26.72,10.159803
ID_56948_3,403691,NG (Natural Gas),60.5,26.72,10.159803
ID_56948_4,403691,NG (Natural Gas),60.5,26.72,10.159803
ID_56948_5,403691,NG (Natural Gas),60.5,26.72,10.159803
ID_56948_6,403691,NG (Natural Gas),60.5,26.72,10.159803
ID_56948_7,403691,NG (Natural Gas),60.5,26.72,10.159803
ID_56948_8,403691,NG (Natural Gas),60.5,26.72,10.159803
ID_56948_9,403691,NG (Natural Gas),60.5,26.72,10.159803
ID_141_AF2,401691,NG (Natural Gas),113.6,50.18,13.283107
ID_126_ST1,403691,NG (Natural Gas),108.8,48.06,12.05076
ID_141_AF1,401691,NG (Natural Gas),113.6,50.18,13.283107
ID_120_ST1,400041,NG (Natural Gas),86.7,38.3,11.979685
ID_116_1,402811,NG (Natural Gas),113.6,50.18,21.526106
ID_116_2,402811,NG (Natural Gas),113.6,50.18,21.526106
ID_126_ST2,403691,NG (Natural Gas),108.8,48.06,12.05076
ID_141_AF3,401691,NG (Natural Gas),163.2,72.09,13.283107
ID_126_ST3,403691,NG (Natural Gas),113.6,50.18,12.05076
ID_160_ST1,403911,NG (Natural Gas),81.6,36.04,12.126109
ID_120_GT4,400041,OIL,72.4,25.43,13.039143
ID_120_GT21,400041,OIL,25.3,8.89,13.039143
ID_50571_GEN1,216471,BIO,3.0,1.03,40.5
ID_10288_IS27,133661,BIO,9.3,3.19,13.5
ID_10648_GEN2,281221,BIO,1.8,0.62,13.5
ID_10648_GEN3,281221,BIO,1.8,0.62,13.5
ID_10764_GEN1,200001,BIO,13.8,4.73,20.078343
ID_50831_GEN1,211651,BIO,1.0,0.34,16.034415
ID_50831_GEN3,211651,BIO,1.0,0.34,16.034415
ID_54219_GEN1,133661,BIO,11.4,3.91,13.5
ID_54468_GEN1,300011,BIO,11.4,3.91,13.5
ID_54469_GEN1,201361,BIO,9.0,3.08,13.5
ID_54469_GEN2,201361,BIO,9.0,3.08,13.5
ID_56036_GEN1,211651,BIO,2.2,0.75,12.589786
ID_56036_GEN2,211651,BIO,2.2,0.75,12.589786
ID_56036_GEN3,211651,BIO,2.2,0.75,12.589786
ID_60100_G1,232301,BIO,11.5,3.94,18.028775000000003
ID_10052_GEN1,200001,BIO,18.8,6.44,16.510343000000002
ID_10091_GEN1,253751,BIO,9.9,3.39,9.0
ID_10091_GEN4,253751,BIO,8.7,2.98,9.0
ID_10472_GEN1,255951,BIO,50.0,17.14,11.339015999999999
ID_50560_GEN1,230541,BIO,25.0,8.57,15.57105
ID_52204_OTA1,285491,BIO,1.8,0.62,13.712778
ID_54327_TOY4,252891,BIO,1.8,0.62,18.956197
ID_54327_TOY5,252891,BIO,1.8,0.62,18.956197
ID_50363_L313,400041,BIO,21.0,7.2,13.5
ID_50831_GEN2,211651,BIO,1.0,0.34,16.034415
ID_50881_GEN1,200261,BIO,18.3,6.27,18.601629
ID_50881_GEN2,200261,BIO,18.3,6.27,18.601629
ID_50881_GEN3,200261,BIO,18.3,6.27,18.601629
ID_10767_GEN1,232301,BIO,28.0,9.6,14.045298
